symbol,year,month,day,price
XRP,2018,9,22,0.57
XRP,2018,9,23,0.57
XRP,2018,9,24,0.49
XRP,2018,9,25,0.53
XRP,2018,9,26,0.52
XRP,2018,9,27,0.54
XRP,2018,9,28,0.54
XRP,2018,9,29,0.57
XRP,2018,9,30,0.58
XRP,2018,10,1,0.58
XRP,2018,10,2,0.52
XRP,2018,10,3,0.53
XRP,2018,10,4,0.53
XRP,2018,10,5,0.52
XRP,2018,10,6,0.49
XRP,2018,10,7,0.48
XRP,2018,10,8,0.49
XRP,2018,10,9,0.48
XRP,2018,10,10,0.46
XRP,2018,10,11,0.38
XRP,2018,10,12,0.42
XRP,2018,10,13,0.42
XRP,2018,10,14,0.40
XRP,2018,10,15,0.45
XRP,2018,10,16,0.47
XRP,2018,10,17,0.47
XRP,2018,10,18,0.46
XRP,2018,10,19,0.45
XRP,2018,10,20,0.46
XRP,2018,10,21,0.46
XRP,2018,10,22,0.45
XRP,2018,10,23,0.46
XRP,2018,10,24,0.46
XRP,2018,10,25,0.46
XRP,2018,10,26,0.46
XRP,2018,10,27,0.46
XRP,2018,10,28,0.46
XRP,2018,10,29,0.44
XRP,2018,10,30,0.44
XRP,2018,10,31,0.45
XRP,2018,11,1,0.46
XRP,2018,11,2,0.46
XRP,2018,11,3,0.46
XRP,2018,11,4,0.46
XRP,2018,11,5,0.50
XRP,2018,11,6,0.55
XRP,2018,11,7,0.54
XRP,2018,11,8,0.49
XRP,2018,11,9,0.50
XRP,2018,11,10,0.51
XRP,2018,11,11,0.51
XRP,2018,11,12,0.52
XRP,2018,11,13,0.51
XRP,2018,11,14,0.47
XRP,2018,11,15,0.48
XRP,2018,11,16,0.47
XRP,2018,11,17,0.49
XRP,2018,11,18,0.51
XRP,2018,11,19,0.48
XRP,2018,11,20,0.43
XRP,2018,11,21,0.45
XRP,2018,11,22,0.43
XRP,2018,11,23,0.41
XRP,2018,11,24,0.38
XRP,2018,11,25,0.37
XRP,2018,11,26,0.36
XRP,2018,11,27,0.36
XRP,2018,11,28,0.39
XRP,2018,11,29,0.38
XRP,2018,11,30,0.36
XRP,2018,12,1,0.37
XRP,2018,12,2,0.37
XRP,2018,12,3,0.35
XRP,2018,12,4,0.35
XRP,2018,12,5,0.34
XRP,2018,12,6,0.31
XRP,2018,12,7,0.30
XRP,2018,12,8,0.31
XRP,2018,12,9,0.31
XRP,2018,12,10,0.30
XRP,2018,12,11,0.30
XRP,2018,12,12,0.31
XRP,2018,12,13,0.30
XRP,2018,12,14,0.29
XRP,2018,12,15,0.29
XRP,2018,12,16,0.29
XRP,2018,12,17,0.33
XRP,2018,12,18,0.35
XRP,2018,12,19,0.35
XRP,2018,12,20,0.38
XRP,2018,12,21,0.36
XRP,2018,12,22,0.36
XRP,2018,12,23,0.37
XRP,2018,12,24,0.41
XRP,2018,12,25,0.38
XRP,2018,12,26,0.38
XRP,2018,12,27,0.34
XRP,2018,12,28,0.38
XRP,2018,12,29,0.37
XRP,2018,12,30,0.37
XRP,2018,12,31,0.35
XRP,2019,1,1,0.36
XRP,2019,1,2,0.38
XRP,2019,1,3,0.36
XRP,2019,1,4,0.36
XRP,2019,1,5,0.36
XRP,2019,1,6,0.37
XRP,2019,1,7,0.36
XRP,2019,1,8,0.37
XRP,2019,1,9,0.37
XRP,2019,1,10,0.33
XRP,2019,1,11,0.33
XRP,2019,1,12,0.33
XRP,2019,1,13,0.32
XRP,2019,1,14,0.33
XRP,2019,1,15,0.33
XRP,2019,1,16,0.33
XRP,2019,1,17,0.33
XRP,2019,1,18,0.32
XRP,2019,1,19,0.33
XRP,2019,1,20,0.32
XRP,2019,1,21,0.32
XRP,2019,1,22,0.32
XRP,2019,1,23,0.32
XRP,2019,1,24,0.32
XRP,2019,1,25,0.32
XRP,2019,1,26,0.31
XRP,2019,1,27,0.31
XRP,2019,1,28,0.29
XRP,2019,1,29,0.29
XRP,2019,1,30,0.32
XRP,2019,1,31,0.31
XRP,2019,2,1,0.31
XRP,2019,2,2,0.31
XRP,2019,2,3,0.30
XRP,2019,2,4,0.30
XRP,2019,2,5,0.30
XRP,2019,2,6,0.29
XRP,2019,2,7,0.29
XRP,2019,2,8,0.31
XRP,2019,2,9,0.31
XRP,2019,2,10,0.31
XRP,2019,2,11,0.30
XRP,2019,2,12,0.31
XRP,2019,2,13,0.30
XRP,2019,2,14,0.30
XRP,2019,2,15,0.30
XRP,2019,2,16,0.30
XRP,2019,2,17,0.30
XRP,2019,2,18,0.32
XRP,2019,2,19,0.32
XRP,2019,2,20,0.33
XRP,2019,2,21,0.32
XRP,2019,2,22,0.32
XRP,2019,2,23,0.33
XRP,2019,2,24,0.30
XRP,2019,2,25,0.33
XRP,2019,2,26,0.32
XRP,2019,2,27,0.31
XRP,2019,2,28,0.32
XRP,2019,3,1,0.32
XRP,2019,3,2,0.32
XRP,2019,3,3,0.31
XRP,2019,3,4,0.31
XRP,2019,3,5,0.32
XRP,2019,3,6,0.32
XRP,2019,3,7,0.31
XRP,2019,3,8,0.31
XRP,2019,3,9,0.31
XRP,2019,3,10,0.31
XRP,2019,3,11,0.31
XRP,2019,3,12,0.31
XRP,2019,3,13,0.31
XRP,2019,3,14,0.31
XRP,2019,3,15,0.32
XRP,2019,3,16,0.32
XRP,2019,3,17,0.32
XRP,2019,3,18,0.32
XRP,2019,3,19,0.32
XRP,2019,3,20,0.32
XRP,2019,3,21,0.31
XRP,2019,3,22,0.31
XRP,2019,3,23,0.31
XRP,2019,3,24,0.31
XRP,2019,3,25,0.30
XRP,2019,3,26,0.31
XRP,2019,3,27,0.31
XRP,2019,3,28,0.31
XRP,2019,3,29,0.31
XRP,2019,3,30,0.31
XRP,2019,3,31,0.31
